property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_id,builtup_area,study room,pooja room,store room,servant room,others,furnishing_type,facility_score
flat,kendriya vihar,sector 56,0.47,7768.0,1,1,1,3.0,Old Property,W69786994,672.0,0,0,0,0,0,2,52
flat,smart world gems,sector 89,1.13,8500.0,3,3,2,4.0,Under Construction,T66285492,1473.0,1,0,0,0,0,0,115
flat,indiabulls enigma,sector 110,3.6,10588.0,4,5,3,7.0,Relatively New,M70096232,3077.0,0,0,0,1,0,0,165
flat,the lions cghs,sector 56,2.05,7884.0,4,4,3+,6.0,Relatively New,D69708546,2500.0,0,0,0,0,1,2,101
flat,smart world orchard,sector 61,1.6,13913.0,2,2,2,3.0,Under Construction,U68904452,1278.0,1,0,0,0,0,0,37
flat,raheja vedaanta,sector 108,0.7,4651.0,2,2,2,12.0,Relatively New,K70056622,1505.0,0,0,0,0,0,0,0
flat,shree vardhman victoria,sector 70,1.65,8461.0,3,3,2,6.0,Relatively New,J69100962,2167.0,1,0,0,0,0,0,72
house,surendra homes dayaindependentd colony,sector 6,0.75,15625.0,4,4,2,1.0,Moderately Old,S69021458,480.0,0,0,0,0,0,0,0
house,suncity township,sector 54,25.0,31110.0,4,4,3+,2.0,Moderately Old,Q69537682,8036.0,1,1,1,1,0,0,0
flat,ss the leaf,sector 85,1.65,6852.0,3,4,3,9.0,New Property,J69235666,2179.0,0,1,0,0,0,0,21
flat,ireo victory valley,sector 67,3.5,14583.0,3,4,3,24.0,Relatively New,N69311428,2490.0,0,1,0,1,0,2,149
flat,smart world orchard,sector 61,1.47,12782.0,2,2,2,4.0,New Property,W69045628,1278.0,1,1,0,0,0,0,53
house,independent,sector 4,5.0,10101.0,3,3,2,1.0,Old Property,N65960546,4950.0,0,0,0,0,0,0,22
flat,signature global park,sohna road,0.9,6254.0,3,3,3,3.0,Relatively New,S69365234,1599.0,0,1,0,0,0,0,96
flat,vatika gurgaon,sector 83,1.4,7179.0,4,4,3,10.0,Relatively New,R69428596,2167.0,0,0,0,1,0,0,35
flat,emaar mgf emerald floors premier,sector 65,2.9,14683.0,4,4,3+,4.0,Relatively New,J66252998,1975.0,1,0,0,1,0,2,152
flat,experion windchants,sector 112,3.65,11428.0,3,5,2,3.0,Relatively New,N63226738,2800.0,0,0,0,1,0,0,72
flat,orris carnation residency,sector 85,0.88,5952.0,3,3,1,1.0,Relatively New,R70168574,1344.0,0,0,0,0,0,0,65
flat,shree vardhman victoria,sector 70,1.64,8410.0,3,5,3,8.0,Relatively New,T65166380,1527.0,0,0,0,1,0,0,126
flat,pioneer park,sector 61,1.6,11594.0,2,2,2,21.0,Relatively New,T62625420,1533.0,0,0,0,1,0,0,105
flat,emaar mgf emerald estate,sector 65,1.42,13921.0,2,2,2,6.0,Relatively New,B69686632,1010.0,1,0,0,0,0,2,174
flat,m3m woodshire,sector 107,1.3,10815.0,3,3,3,7.0,Relatively New,H69159416,1547.0,0,1,0,0,0,0,89
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,4,4,3,3.0,Relatively New,J66934296,2194.0,1,0,0,1,0,0,28
flat,antriksh heights,sector 84,0.54,4458.0,2,2,3+,17.0,Relatively New,H67426442,1086.0,0,0,0,0,0,0,81
flat,dlf the skycourt,sector 86,1.72,8916.0,3,3,1,8.0,Relatively New,T69781942,1746.0,0,0,0,0,1,2,49
flat,mapsko royale ville,sector 82,0.97,5418.0,3,4,2,16.0,Relatively New,M37314795,1620.0,0,0,0,1,0,0,95
flat,paras dews,sector 106,1.15,6534.0,3,4,3+,12.0,Relatively New,P67113864,1186.0,1,0,0,1,0,2,174
house,independent,sector 69,0.8,10484.0,1,1,0,1.0,New Property,B66454802,763.0,0,0,0,0,0,0,0
flat,gls arawali homes,sohna road,0.35,6076.0,2,2,2,12.0,New Property,M69656120,521.0,0,0,0,0,0,0,42
flat,signature global park,sohna road,0.55,7355.0,2,2,3,4.0,New Property,W66282908,828.0,0,0,0,0,0,0,80
flat,mapsko mount ville,sector 79,1.55,8539.0,3,4,3,11.0,Relatively New,V69665506,1416.0,0,0,0,1,0,2,152
flat,godrej summit,sector 104,1.25,6778.0,3,4,3+,12.0,Relatively New,G50040394,1669.0,0,0,0,1,1,0,79
flat,sare green parc,sector 92,0.85,6741.0,3,2,2,14.0,Relatively New,Q69238056,1261.0,0,0,0,0,0,0,0
house,central park flower valley,sector 33,1.15,9349.0,2,2,3,2.0,Relatively New,D69571850,1400.0,1,0,0,0,0,2,71
house,eros rosewood city,sector 49,1.6,3500.0,4,4,3,4.0,New Property,G68941850,60.0,0,0,0,0,0,2,27
flat,vatika gurgaon,sector 83,0.98,8166.0,2,2,3,5.0,Relatively New,Z68326116,1300.0,0,0,0,0,0,2,96
flat,dlf regal gardens,sector 90,1.25,8116.0,3,3,3,8.0,Relatively New,X69684932,1640.0,0,1,0,0,0,0,158
flat,vatika seven elements,sector 89,1.6,8163.0,3,3,3,5.0,New Property,L61578164,1774.0,0,0,0,0,0,0,58
flat,raheja vedaanta,sector 108,1.25,5681.0,3,2,0,0.0,Relatively New,C59958296,1991.0,0,0,0,0,0,2,65
flat,unitech uniworld gardens,sector 47,2.4,11505.0,3,3,3+,10.0,Moderately Old,I67839584,1888.0,0,0,0,1,0,2,120
flat,wings apartment,sector 9,1.2,6666.0,4,3,2,4.0,Moderately Old,X66152092,2000.0,0,0,0,0,0,2,23
house,sushant lok 1 builder floors,sector 43,13.0,48148.0,3,3,3+,4.0,New Property,Y69766240,2700.0,0,1,0,0,0,2,7
flat,raisina residency,sector 59,5.0,13058.0,4,4,3+,13.0,Relatively New,G69161684,4254.0,1,1,1,1,0,2,174
house,dlf city phase 1,sector 26,5.5,30556.0,4,4,3,2.0,Moderately Old,Q70281606,1800.0,1,1,0,1,0,0,69
house,experion windchants,sector 112,7.46,10260.0,4,4,3+,2.0,Relatively New,B58185836,6350.0,0,1,0,1,0,2,62
flat,breez global heights,sector 36,0.24,5825.0,1,1,1,8.0,New Property,P69387204,458.0,0,0,0,0,0,0,57
flat,dlf new town heights,sector 90,1.25,6502.0,3,3,3+,5.0,Relatively New,Z69632358,1929.0,0,1,0,1,0,0,127
house,independent,sector 25,13.0,45710.0,6,8,3+,2.0,Relatively New,R67662264,2844.0,1,1,1,1,0,1,0
flat,vatika city,sector 49,1.79,12785.0,3,3,3,9.0,Old Property,T69268580,1556.0,0,0,0,1,0,0,38
house,independent,sector 47,4.6,26620.0,2,6,3+,4.0,Moderately Old,V67975260,1728.0,0,0,0,0,0,1,51
flat,shree vardhman victoria,sector 70,1.66,14254.0,3,5,3,8.0,Relatively New,Z69965198,1527.0,0,0,0,1,0,0,108
flat,mapsko casa bella,sector 82,1.38,5443.0,4,5,3+,20.0,Relatively New,I36607827,2294.0,0,0,0,1,0,0,79
flat,signature the serenas,sohna road,0.45,8474.0,2,2,1,10.0,New Property,H69931874,590.0,0,0,0,0,0,0,23
flat,central park resorts,sector 48,9.3,24926.0,4,4,3+,10.0,Moderately Old,P68559436,3831.0,1,1,1,1,0,2,67
flat,mapsko mount ville,sector 79,1.85,9641.0,3,4,3,21.0,New Property,T65412204,1643.0,0,1,0,1,0,0,49
flat,tata primanti,sector 72,3.25,10545.0,3,3,3,2.0,Moderately Old,L61530044,2986.0,0,0,0,1,0,0,94
flat,ramsons kshitij,sector 95,0.45,4591.0,2,2,1,2.0,Relatively New,V59237402,887.0,1,0,0,0,0,0,89
house,international city by sobha phase 2,sector 109,6.25,10035.0,5,7,3+,3.0,Relatively New,E70141454,6228.0,1,1,1,1,0,0,147
flat,aipl the peaceful homes,sector 70a,1.6,9584.0,2,2,2,22.0,Moderately Old,T65404876,1416.0,0,0,0,0,0,0,86
flat,bptp astaire gardens,sector 70a,1.7,8947.0,4,3,3,1.0,Relatively New,F64840030,2111.0,0,0,0,0,0,2,49
flat,signature global orchard avenue,sector 110,0.4,5479.0,2,2,0,0.0,Relatively New,R69930434,730.0,0,0,0,0,0,0,0
flat,godrej nature plus,sector 33,1.25,9025.0,2,2,3,17.0,Under Construction,W69238500,1385.0,0,0,0,0,0,0,56
flat,paras dews,sector 106,1.2,6818.0,3,4,3+,9.0,Relatively New,X69853706,1186.0,0,0,0,1,0,0,174
flat,zara aavaas,sector 104,0.49,6577.0,3,2,2,7.0,Under Construction,D64535100,695.0,0,0,0,0,0,0,74
flat,ss the leaf,sector 85,1.09,6666.0,2,2,3,9.0,Relatively New,Z66074778,1638.0,0,0,1,0,0,0,174
flat,signature global synera,sector 81,0.5,7886.0,2,2,1,11.0,New Property,Y60756136,704.0,0,0,0,0,0,1,97
house,bhim nagar society,sector 6,0.4,2500.0,4,2,2,1.0,Moderately Old,V68022174,1600.0,0,0,0,0,0,0,0
flat,emaar mgf palm hills,sector 77,1.55,7948.0,4,4,3+,2.0,Relatively New,K69961464,1800.0,1,0,0,1,0,1,49
house,independent,sector 25,7.6,38756.0,2,9,3,4.0,Relatively New,I67974640,1961.0,1,1,1,0,0,2,84
flat,bptp park generations,sector 37d,1.5,9868.0,3,2,3+,17.0,Relatively New,Z69748514,1376.0,0,0,0,0,0,0,42
flat,tata primanti,sector 72,3.21,16050.0,3,4,3+,15.0,Relatively New,S69421026,2140.0,0,0,0,1,0,2,174
flat,puri diplomatic greens,sector 111,3.65,12372.0,4,5,3+,17.0,Moderately Old,N68299678,2670.0,0,0,0,1,0,0,132
house,bptp pedestal,sector 70a,0.92,7750.0,2,3,3+,3.0,New Property,O70356312,1319.0,0,0,0,0,1,0,153
flat,assotech blith,sector 99,1.15,6593.0,2,2,2,2.0,New Property,M48650859,1235.0,0,0,0,0,1,2,72
house,independent,sohna road road,0.5,5555.0,2,1,2,1.0,Moderately Old,Q67973846,900.0,0,0,0,0,0,0,0
flat,palam vihar extension west zone rwa,sector 2,0.2,4000.0,1,1,1,1.0,Moderately Old,V62809262,556.0,0,0,0,0,1,0,0
flat,palam vihar society,sector 2,3.35,7444.0,4,4,3+,2.0,New Property,M68426170,5000.0,1,0,0,0,0,0,66
flat,tulip violet,sector 69,1.36,8618.0,3,3,2,12.0,Relatively New,Q69393568,1428.0,0,1,0,0,0,2,49
flat,dlf ridgewood estate,sector 28,2.0,14598.0,3,3,1,12.0,Old Property,Z69888974,1240.0,0,0,0,0,0,2,96
house,independent,sector 23,5.1,16569.0,3,2,0,1.0,Old Property,X70075340,3078.0,0,0,0,0,1,0,27
flat,signature global grand iva,sector 103,0.5,6667.0,2,2,0,10.0,Relatively New,T69796308,750.0,0,0,0,0,0,0,0
flat,smart world orchard,sector 61,1.6,13913.0,2,2,2,3.0,New Property,K68962668,1278.0,1,0,0,0,0,0,122
house,independent,sector 57,3.3,19097.0,4,4,2,3.0,Moderately Old,P69158988,1728.0,0,0,1,0,0,2,60
flat,ss the leaf,sector 85,1.22,13318.0,2,2,3,16.0,Relatively New,D69748150,1300.0,0,0,1,0,0,0,81
flat,dlf regal gardens,sector 90,1.23,7052.0,3,3,2,19.0,Relatively New,P69882830,1578.0,0,0,0,0,1,0,6
flat,ireo skyon,sector 60,2.85,13936.0,3,4,3+,5.0,Relatively New,G70024212,2045.0,0,0,0,1,0,2,174
flat,bestech park view grand spa,sector 81,4.7,6786.0,4,4,3+,19.0,Relatively New,R61758448,6268.0,0,0,0,1,0,2,140
flat,ss the leaf,sector 85,1.1,12471.0,2,2,3,12.0,Relatively New,F69747972,1173.0,1,0,0,0,0,0,75
flat,aipl peaceful homes,sector 70a,2.75,12791.0,3,3,3+,14.0,Relatively New,G69949270,2150.0,0,0,0,0,0,0,0
flat,palam vihar society,sector 2,0.4,8602.0,1,1,1,5.0,Moderately Old,W47302533,450.0,0,0,0,0,0,2,39
flat,sare crescent parc,sector 92,0.51,4080.0,3,2,2,2.0,Relatively New,P69745102,1131.0,0,0,0,0,0,0,72
house,signature global city 81,sector 81,0.75,6849.0,3,2,3,4.0,Under Construction,G65646982,1095.0,1,0,0,0,0,0,97
flat,mvn athens,sohna road,0.25,5189.0,2,2,1,3.0,Relatively New,A60504820,535.0,0,0,0,0,0,0,51
flat,bestech park view sanskruti,sector 92,1.55,7769.0,3,4,3,8.0,Relatively New,G69282624,1805.0,0,0,0,1,0,0,49
flat,shree vardhman victoria,sector 70,1.55,7948.0,3,3,3,6.0,Relatively New,U69660564,1527.0,1,1,0,1,1,0,49
flat,mapsko royale ville,sector 82,0.99,5530.0,3,4,2,14.0,New Property,I37314081,1620.0,0,0,0,1,0,0,95
flat,tulip violet,sector 69,1.19,8814.0,2,3,1,0.0,Relatively New,X69575972,1500.0,1,0,0,0,0,0,174
house,independent,sohna road,1.55,14720.0,2,3,2,1.0,New Property,P68085692,1053.0,1,1,0,0,0,2,49
flat,ramsons kshitij,sector 95,0.3,3158.0,2,2,1,11.0,New Property,R68021924,950.0,0,0,0,0,0,0,0
flat,smart world orchard,sector 61,2.2,14202.0,3,3,2,4.0,New Property,J69350180,1721.0,0,0,0,0,0,0,152
flat,dlf the arbour,sector 63,8.5,21519.0,4,4,0,27.0,New Property,G69654548,3950.0,0,0,0,0,0,0,61
house,sector 15 part 2 rwa,sector 15,10.0,22222.0,5,5,2,2.0,Old Property,Z65087414,4518.0,0,0,0,0,0,0,49
house,bptp visionnaire,sector 70a,4.02,7309.0,4,4,3+,3.0,Relatively New,E58279748,5500.0,1,1,1,1,0,0,138
flat,awho shanti vihar,sector 95,0.82,9879.0,2,2,3+,13.0,New Property,X62867284,1095.0,1,0,0,0,0,0,114
flat,sare green parc phase 3,sector 92,1.1,6875.0,4,3,2,12.0,New Property,N69756690,1778.0,0,0,0,0,0,0,15
house,unitech uniworld resorts,sector 33,8.5,17820.0,5,5,3+,3.0,New Property,C61422072,4770.0,1,1,1,1,0,2,145
flat,puri emerald bay,sector 104,1.5,9678.0,2,2,2,7.0,Under Construction,Q21308628,1403.0,0,0,0,0,1,0,43
flat,shree vardhman victoria,sector 70,1.6,8205.0,3,5,3,6.0,Relatively New,D69342992,2167.0,0,0,0,1,0,0,174
flat,dlf the skycourt,sector 86,1.55,8035.0,3,3,3+,12.0,Relatively New,J64460566,1500.0,0,0,0,0,1,1,166
house,independent,sector 46,2.25,2723.0,4,3,3,3.0,Relatively New,E69847672,90.0,1,0,0,0,0,2,35
flat,bptp terra,sector 37d,1.55,8558.0,3,3,3+,11.0,Relatively New,E66282494,1639.0,0,0,0,0,0,0,79
flat,signature global city 92,sector 92,0.99,6622.0,3,2,3,1.0,New Property,L69323828,1661.0,0,0,0,0,1,0,37
flat,signature global solera 2,sector 107,0.37,6680.0,2,2,2,9.0,New Property,Z69017044,615.0,0,0,0,0,0,0,23
flat,shree vardhman victoria,sector 70,1.6,8205.0,3,3,3,10.0,Relatively New,C69686140,1527.0,1,1,0,1,1,0,43
flat,emaar mgf the palm drive,sector 66,3.2,17777.0,3,3,3,12.0,Relatively New,M62421562,1800.0,1,1,1,1,0,0,117
house,independent,sector 25,4.45,32963.0,4,3,3+,2.0,Moderately Old,S69606324,1350.0,0,0,1,0,0,0,79
flat,ireo victory valley,sector 67,2.95,12110.0,3,3,3+,14.0,Moderately Old,C69950908,2236.0,0,1,0,1,0,2,165
flat,kanchanjanga tower,sector 56,1.45,7631.0,3,3,3+,2.0,Moderately Old,E69440440,1719.0,0,0,0,0,0,2,126
flat,the roselia 2,sector 95,0.45,6475.0,2,2,2,19.0,New Property,N69442252,695.0,0,0,0,0,0,0,0
flat,ramprastha primera,sector 37d,1.08,6000.0,3,3,3,9.0,Relatively New,V70105556,1700.0,0,0,0,0,0,0,158
flat,m3m soulitude,sector 89,1.28,8827.0,3,3,2,4.0,Under Construction,Z69434718,1611.0,1,0,0,0,0,0,114
flat,paras dews,sector 106,1.17,6647.0,3,4,3+,12.0,Relatively New,C69430468,1186.0,0,0,0,1,0,0,49
house,independent,sohna road road,6.25,6944.0,3,3,0,1.0,Moderately Old,C67726794,9000.0,0,0,0,0,0,0,0
flat,conscient heritage max,sector 102,2.0,9306.0,3,4,3+,13.0,Relatively New,O69713570,1900.0,1,0,0,1,0,2,174
flat,conscient heritage max,sector 102,1.82,9011.0,3,4,3+,12.0,Relatively New,N69573174,1757.0,0,0,0,1,0,0,101
flat,guru gram haryana cghs,sector 56,1.39,7227.0,3,3,3,4.0,Moderately Old,K69490448,1738.0,1,0,0,0,0,2,134
flat,parsvnath green ville,sector 48,1.6,8376.0,3,3,3,13.0,Old Property,Y69851152,1700.0,0,0,0,0,1,2,119
flat,essel towers,sector 14,2.75,12500.0,4,5,3+,8.0,Old Property,X69473988,2200.0,1,0,0,1,0,1,128
flat,ild greens,sector 37c,1.0,4723.0,3,3,3,3.0,Under Construction,P33152685,1629.0,0,0,0,0,0,0,51
house,vipul tatvam villa,sector 48,5.5,21219.0,3,6,2,2.0,Moderately Old,L56576470,2592.0,0,0,0,1,1,2,106
house,independent,sector 82,7.0,21605.0,4,4,3+,1.0,Relatively New,H69959306,3240.0,1,1,0,1,0,2,49
flat,godrej nature plus,sector 33,1.7,12592.0,3,3,3+,6.0,New Property,B69894858,1500.0,0,0,0,1,0,0,38
flat,tata primanti,sector 72,3.2,12190.0,4,4,3+,8.0,Moderately Old,F69315812,2600.0,0,0,0,1,0,2,168
flat,ats kocoon,sector 109,2.22,10596.0,3,3,3,20.0,Relatively New,L50048206,1896.0,0,0,0,1,1,0,79
flat,shapoorji pallonji joyville gurugram,sector 102,1.3,17691.0,2,2,3,0.0,Relatively New,J69435020,1009.0,0,0,1,0,0,0,125
house,independent,sector 43,14.0,39886.0,9,9,3+,4.0,Moderately Old,V69541138,3510.0,0,0,0,1,0,0,7
flat,pivotal devaan,sector 84,0.35,7276.0,2,2,1,10.0,Relatively New,S69849064,531.0,0,0,1,0,0,0,103
house,independent,sector 26,17.0,37627.0,5,5,3+,2.0,Relatively New,B70360116,4518.0,1,1,1,1,0,2,124
flat,park view apartment,sector 56,1.74,7565.0,3,3,3+,2.0,Old Property,X69430548,2400.0,0,1,0,1,0,2,104
flat,emaar gurgaon greens,sector 102,1.4,8484.0,3,3,3,3.0,Relatively New,E69628180,1315.0,0,0,0,1,0,0,60
house,dlf new town heights,sector 86,2.5,7058.0,4,4,3+,3.0,Moderately Old,I68670824,3400.0,1,1,1,1,0,2,142
flat,vatika the seven lamps,sector 82,0.78,5932.0,2,2,2,0.0,Relatively New,I69248072,1175.0,0,0,0,0,0,2,103
flat,bestech park view city,sector 48,1.78,10022.0,3,4,2,5.0,Relatively New,C69267728,1526.0,1,1,0,0,0,0,53
flat,bestech altura,sector 79,1.85,8604.0,3,4,3+,11.0,New Property,B68809960,1946.0,0,0,0,1,0,0,49
flat,emaar mgf the palm drive,sector 66,3.0,15384.0,3,3,2,12.0,Relatively New,Z69406478,1950.0,0,0,0,1,0,0,96
house,unitech espace,sector 50,7.5,34722.0,3,3,2,2.0,Moderately Old,O68534884,2160.0,0,0,0,1,0,2,66
flat,puri emerald bay,sector 104,2.3,9387.0,3,4,3+,10.0,Moderately Old,J69578070,2217.0,0,0,0,1,0,0,101
flat,emaar gurgaon greens,sector 102,1.45,8787.0,3,3,3,7.0,Relatively New,C68648152,1493.0,0,0,0,1,0,0,159
flat,ss the leaf,sector 85,1.17,6720.0,2,3,3,10.0,Relatively New,K69980068,1550.0,0,0,0,0,1,0,49
flat,puri diplomatic greens,sector 111,3.5,11864.0,4,5,3+,10.0,Relatively New,A70193390,2700.0,0,0,0,1,0,2,49
flat,ss the leaf,sector 85,1.78,7392.0,3,4,3+,6.0,New Property,U66846626,2179.0,0,0,1,0,0,0,113
flat,mapsko mount ville,sector 79,1.25,7716.0,3,3,2,1.0,Relatively New,R69683448,1212.0,1,1,0,0,0,2,166
flat,mapsko mount ville,sector 79,1.25,8389.0,3,3,3,18.0,Relatively New,I69670912,1058.0,1,0,0,0,0,2,102
flat,zara aavaas,sector 104,0.22,7302.0,1,2,2,2.0,New Property,W62818262,335.0,0,0,0,0,0,0,60
flat,aipl zen residences,sector 70a,1.34,10276.0,2,2,3+,17.0,New Property,O69760674,1180.0,0,0,0,0,0,2,110
flat,vipul belmonte,sector 53,6.5,21922.0,3,4,3+,0.0,Old Property,H65738664,2683.0,1,0,0,0,1,0,72
house,independent,sector 26,4.5,33333.0,3,3,2,2.0,Old Property,I70255350,1350.0,0,1,0,0,0,2,58
flat,shree vardhman flora,sector 90,1.0,5128.0,3,4,3,8.0,New Property,P54457592,1765.0,0,0,0,1,0,0,95
house,international city by sobha phase 2,sector 109,9.5,26389.0,7,6,3,3.0,Relatively New,O69923352,3600.0,1,1,0,1,0,0,138
flat,hsiidc sidco aravali,manesar,0.81,3129.0,3,3,3+,2.0,Moderately Old,M70128844,1900.0,0,0,0,1,0,0,74
flat,godrej,sector 79,1.18,8532.0,2,2,3,7.0,Relatively New,B69483542,1252.0,0,0,0,0,0,0,158
flat,pyramid urban homes 2,sector 86,0.5,9615.0,2,2,1,10.0,Relatively New,E68456930,578.0,0,0,0,0,0,0,15
house,unitech aspen greens,sector 50,12.0,37037.0,3,4,2,1.0,Moderately Old,W69900620,3240.0,1,0,0,1,0,2,101
flat,orchid petals,sector 49,1.9,10526.0,3,3,3,9.0,Moderately Old,Z64913346,2006.0,0,0,0,1,0,0,95
house,independent,sector 7,2.25,16892.0,5,3,0,2.0,Old Property,B68021340,148.0,0,0,0,0,0,0,0
flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3+,5.0,Relatively New,F68897920,1466.0,0,0,0,0,0,0,44
flat,godrej nature plus,sector 33,1.45,15664.0,3,2,3+,20.0,Under Construction,J68451002,118.0,1,0,0,0,0,0,144
flat,dlf new town heights,sector 86,1.3,6735.0,3,3,3,15.0,Relatively New,F69818932,1715.0,0,1,0,1,0,2,49
flat,dlf the ultima,sector 81,2.2,10476.0,3,4,3+,17.0,Relatively New,G68808754,1900.0,0,0,0,1,0,1,49
house,independent,sector 5,3.5,15555.0,6,5,2,3.0,Old Property,O69953252,2250.0,1,1,0,1,1,1,155
house,kothi,sector 17b,6.95,15444.0,4,4,3+,2.0,Old Property,W69409658,3500.0,1,1,1,1,0,0,33
flat,sbtl caladium,sector 109,1.26,6542.0,3,2,3,8.0,Relatively New,Y69512836,1701.0,0,0,0,0,0,0,103
flat,tulip violet,sector 69,1.3,8445.0,3,3,1,12.0,Relatively New,F69354316,1392.0,0,1,0,0,0,2,94
flat,experion the heartsong,sector 108,1.7,8487.0,3,4,3+,14.0,Relatively New,J50076234,1500.29,0,0,0,1,0,0,119
flat,antriksh green,sector 45,2.25,7826.0,4,4,2,9.0,Old Property,N69587870,3194.0,0,0,0,1,0,1,23
flat,shree vardhman mantra,sector 67,0.56,7000.0,2,2,1,8.0,New Property,T70084808,889.0,0,0,0,0,0,0,65
flat,indiabulls centrum park,sector 103,2.45,8521.0,4,4,3,11.0,Relatively New,Z70001878,2602.0,1,1,1,1,0,0,38
flat,godrej nature plus,sector 33,1.27,9182.0,2,2,3+,9.0,Under Construction,T69360028,1252.0,0,0,0,0,0,0,38
flat,avl 36 gurgaon,sector 36a,0.4,10204.0,1,1,1,4.0,Relatively New,G69799298,436.0,0,0,0,0,0,0,35
flat,aipl the peaceful homes,sector 70a,2.5,11627.0,3,3,3+,15.0,Relatively New,Y69535966,1723.0,0,0,0,0,1,2,174
house,dlf city plots,sector 26,12.5,38580.0,4,5,2,2.0,Moderately Old,K69941982,3240.0,1,0,0,1,0,2,121
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,13928.0,3,3,3,6.0,New Property,W69160942,1616.0,0,1,0,0,0,2,174
flat,dnha cghs,sector 1,0.85,3864.0,3,3,0,5.0,Moderately Old,U69074620,2200.0,0,0,0,0,0,0,0
house,independent,sector 46,4.35,23693.0,3,8,2,3.0,Relatively New,G68321814,1836.0,1,1,0,0,0,2,19
flat,ss residency,sector 6,0.48,5333.0,3,2,2,2.0,Moderately Old,N69223644,111.0,0,0,0,0,0,0,54
flat,emaar mgf the palm drive,sector 66,1.51,15130.0,2,2,2,5.0,Relatively New,C69770156,1188.0,0,1,0,0,0,2,82
house,independent,sector 40,2.15,23889.0,3,3,3,3.0,Moderately Old,Z67028886,900.0,1,1,1,0,0,0,45
flat,sobha city,sector 108,4.1,23401.0,4,5,3,25.0,New Property,M68297870,2343.0,1,0,0,1,0,1,97
flat,mariners home,sector 56,2.11,8612.0,3,2,3,4.0,Relatively New,Q70021160,2250.0,0,0,0,0,1,2,126
house,dlf new town heights,sector 86,2.47,7718.0,4,4,3+,2.0,Moderately Old,W66972060,2800.0,0,1,0,1,0,2,130
flat,shapoorji pallonji joyville gurugram,sector 102,1.42,10380.0,2,2,3,14.0,Relatively New,K69091354,1368.0,0,0,0,0,0,0,0
flat,smart world orchard,sector 61,1.41,12250.0,2,2,2,2.0,Under Construction,H68286632,1150.0,1,0,0,0,0,0,76
flat,sare green parc,sector 92,0.75,4820.0,3,2,2,16.0,Relatively New,A69208846,1556.0,0,0,0,0,0,0,0
flat,bestech altura,sector 79,1.85,8604.0,3,3,3,7.0,New Property,Z70038990,1650.0,0,0,0,1,0,0,53
house,"nirmal enclave, maruti kunj road",sector 11,0.24,5333.0,2,2,0,2.0,Relatively New,O67448848,450.0,0,0,0,0,0,0,0
flat,imperia aashiyara,sector 37c,0.4,5882.0,2,2,3,3.0,Under Construction,Z68299634,756.0,0,0,0,0,0,0,126
house,independent,sector 2,6.0,24691.0,5,6,3+,3.0,Old Property,B67592164,2430.0,1,1,0,0,1,2,43
flat,emaar mgf the enclave,sector 66,1.9,10555.0,3,4,2,8.0,Relatively New,L69816910,1850.0,0,0,0,1,0,2,174
flat,sare crescent parc,sector 92,0.65,4596.0,3,3,3,3.0,Moderately Old,I64421760,1571.0,0,0,0,0,0,0,44
flat,dlf new town heights,sector 86,1.26,6113.0,3,3,3,5.0,Moderately Old,A41264401,1747.0,0,0,0,1,1,0,113
house,independent,sector 4,4.12,8889.0,2,1,3+,2.0,Moderately Old,I69849206,4635.0,0,0,0,0,0,0,0
flat,sare green parc phase 3,sector 92,0.79,6086.0,3,2,2,15.0,New Property,C69898752,1175.0,0,0,0,0,0,0,29
flat,dlf regal gardens,sector 90,1.13,6647.0,3,3,3+,8.0,Relatively New,S44698755,1566.0,0,0,0,0,1,0,72
flat,vatika gurgaon,sector 83,1.25,6313.0,3,3,2,2.0,Relatively New,G69628664,1792.0,0,0,0,1,0,0,119
flat,"godrej 101, sector 79",sector 79,1.25,9038.0,2,2,3,1.0,Relatively New,M69336192,1383.0,0,0,0,0,0,0,0
flat,bestech park view residency,sector 2,0.98,6261.0,2,2,3,14.0,Moderately Old,G70072150,1416.0,1,0,0,0,0,0,92
flat,spaze privvy the address,sector 93,1.25,5701.0,4,4,3,16.0,Relatively New,N69775826,2105.0,0,0,0,0,0,0,0
flat,the close north,sector 50,2.7,10364.0,3,3,3+,6.0,Moderately Old,D69391210,2400.0,0,0,0,1,0,0,174
house,suncity township,sector 54,2.0,3440.0,9,9,3,11.0,Relatively New,C56088028,60.0,0,0,0,1,0,1,7
flat,godrej summit,sector 104,1.3,7893.0,3,3,3,8.0,New Property,M31405239,1490.0,0,0,0,0,1,0,103
flat,ashok vihar phase 2,sector 3 phase 2,0.28,4307.0,2,2,1,3.0,Relatively New,X68870230,600.0,0,0,0,0,0,0,64
house,vatika india next,sector 83,1.7,7870.0,3,3,3+,4.0,New Property,T70114554,2160.0,0,1,0,1,0,0,0
flat,ss the leaf,sector 85,2.1,8720.0,3,4,3+,6.0,Relatively New,Z69992096,2026.0,0,0,0,1,0,0,156
house,independent,sector 10a,4.25,17955.0,4,3,2,1.0,Moderately Old,E68965024,2367.0,0,0,0,0,0,0,0
house,independent,sector 26,5.8,32222.0,5,5,3+,2.0,Old Property,J69977200,1800.0,1,1,1,1,0,0,53
